"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","PIAAC_CATEGORY","Category","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Value","Flag Codes","Flags"
"ISL","Iceland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",29,,
"ISL","Iceland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.2,,
"ISL","Iceland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",45,,
"ISL","Iceland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.7,,
"ISL","Iceland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",36,,
"ISL","Iceland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.8,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",38,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",3.4,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",47,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.7,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",64,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2,,
"IRL","Ireland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",54,,
"IRL","Ireland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.5,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",24,,
"IRL","Ireland","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",3,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",33,,
"IRL","Ireland","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.6,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",53,,
"IRL","Ireland","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.1,,
"IRL","Ireland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",42,,
"IRL","Ireland","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.5,,
"ITA","Italy","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",18,,
"ITA","Italy","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.6,,
"ITA","Italy","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",36,,
"ITA","Italy","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.8,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",52,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.7,,
"ITA","Italy","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",33,,
"ITA","Italy","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.2,,
"ITA","Italy","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",9,,
"ITA","Italy","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.2,,
"ITA","Italy","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",19,,
"ITA","Italy","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.5,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",22,,
"ITA","Italy","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.3,,
"ITA","Italy","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",16,,
"ITA","Italy","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",0.9,,
"KOR","Korea","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",52,,
"KOR","Korea","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",6.2,,
"KOR","Korea","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",46,,
"KOR","Korea","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",3,,
"KOR","Korea","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",63,,
"KOR","Korea","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",3.1,,
"KOR","Korea","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",54,,
"KOR","Korea","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.1,,
"KOR","Korea","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",58,,
"KOR","Korea","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",6.8,,
"KOR","Korea","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",60,,
"KOR","Korea","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.5,,
"KOR","Korea","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",67,,
"KOR","Korea","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.6,,
"KOR","Korea","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",63,,
"KOR","Korea","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.3,,
"NLD","Netherlands","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",45,,
"NLD","Netherlands","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",3.4,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",60,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2.6,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",75,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",2,,
"NLD","Netherlands","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2018","2018",64,,
"NLD","Netherlands","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2018","2018",1.5,,
"NLD","Netherlands","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",32,,
"NLD","Netherlands","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",3.3,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",50,,
"NLD","Netherlands","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2.7,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",74,,
"NLD","Netherlands","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",2,,
"NLD","Netherlands","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2018","2018",58,,
"NLD","Netherlands","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2018","2018",1.5,,
"NZL","New Zealand","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",51,,
"NZL","New Zealand","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",4.4,,
"NZL","New Zealand","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",64,,
"NZL","New Zealand","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.8,,
"NZL","New Zealand","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",71,,
"NZL","New Zealand","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.6,,
"NZL","New Zealand","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",64,,
"NZL","New Zealand","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.8,,
"NZL","New Zealand","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",28,,
"NZL","New Zealand","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",4.6,,
"NZL","New Zealand","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",38,,
"NZL","New Zealand","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.2,,
"NZL","New Zealand","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",50,,
"NZL","New Zealand","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.2,,
"NZL","New Zealand","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",41,,
"NZL","New Zealand","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2,,
"NOR","Norway","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",83,,
"NOR","Norway","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",3.2,,
"NOR","Norway","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",85,,
"NOR","Norway","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.1,,
"NOR","Norway","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",90,,
"NOR","Norway","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.4,,
"NOR","Norway","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",87,,
"NOR","Norway","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.1,,
"NOR","Norway","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",36,,
"NOR","Norway","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",4.6,,
"NOR","Norway","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",42,,
"NOR","Norway","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",3.3,,
"NOR","Norway","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",69,,
"NOR","Norway","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",2.5,,
"NOR","Norway","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",55,,
"NOR","Norway","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.9,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",47,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.2,,
"SVK","Slovak Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",61,,
"SVK","Slovak Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",4.4,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",49,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",1.9,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",17,,
"SVK","Slovak Republic","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.9,,
"SVK","Slovak Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",27,,
"SVK","Slovak Republic","L5T8","Tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",4.6,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","VALUE","Value","2016","2016",18,,
"SVK","Slovak Republic","T","All levels of education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_EFFICACY","""Percentage of adults who reported that the political system allows having a say in what the government does, by educational attainment""","SE","SE","2016","2016",1.7,,
"ESP","Spain","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",51,,
"ESP","Spain","L0T2","Below upper secondary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.1,,
"ESP","Spain","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","VALUE","Value","2016","2016",67,,
"ESP","Spain","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y25T64","25-64 years","T","Total","ESS_ISSP_PERC_POL_INTEREST","""Percentage of adults who reported being interested in politics, by educational attainment""","SE","SE","2016","2016",2.8,,
