"LOCATION","Country","SUBJECT","Subject","MEASURE","Measure","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"ITA","Italy","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,1.206281,,
"ITA","Italy","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.149199,,
"ITA","Italy","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,0.234344,,
"ITA","Italy","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-11.283896,,
"ITA","Italy","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,8.694994,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,2.152995,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,2.392564,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,4.669735,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,3.689128,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,1.30486,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,0.555389,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,2.163659,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,2.849533,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,4.443116,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,3.220228,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,2.942866,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-3.296919,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,0.826023,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,2.518249,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,3.495114,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,2.885584,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,3.030305,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,3.353825,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,2.39985,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.571691,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-1.721521,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,-0.979095,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,0.813518,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,1.950345,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,1.585868,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,1.031831,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,1.964173,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.250184,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,2.622356,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,2.286664,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,0.925221,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,2.461408,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.172044,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.641486,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.524708,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.48032,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,1.939039,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.456461,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-1.670818,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,1.754837,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,1.632049,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.94407,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.190404,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.470929,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.743101,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,0.953038,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,2.13076,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.597725,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,2.096817,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-9.39691,,
"CAN","Canada","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,8.479035,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-1.138874,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,1.006741,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,-0.033454,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,-1.158887,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,-0.311147,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,1.147647,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,-0.675309,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,0.158144,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,-0.761302,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,1.225933,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,4.466399,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,1.111904,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,5.175422,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,4.101433,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,2.226186,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,0.271024,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,-1.067628,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.021871,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,1.749515,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-3.220907,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,-0.443406,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,-1.53273,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,-1.560041,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,0.901915,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.420875,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,2.993082,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,1.499999,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,0.228757,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.811058,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.531077,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.682155,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,0.109232,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,0.045775,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.310123,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.625259,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.393632,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,-0.61902,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-1.032412,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-9.319172,,
"ISR","Israel","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,5.360293,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,-0.888782,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,0.294814,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,1.569413,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,0.25736,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-0.383551,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1976","1976","PC","Percentage","0","Units",,,-0.590577,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1977","1977","PC","Percentage","0","Units",,,0.092794,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1978","1978","PC","Percentage","0","Units",,,0.527026,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1979","1979","PC","Percentage","0","Units",,,1.024469,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1980","1980","PC","Percentage","0","Units",,,-0.432621,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1981","1981","PC","Percentage","0","Units",,,-3.266935,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1982","1982","PC","Percentage","0","Units",,,-1.814709,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1983","1983","PC","Percentage","0","Units",,,-0.194553,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1984","1984","PC","Percentage","0","Units",,,2.249513,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1985","1985","PC","Percentage","0","Units",,,1.048538,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1986","1986","PC","Percentage","0","Units",,,0.33205,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,2.271531,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,3.577995,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,2.843753,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.462579,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-2.893272,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,-2.229299,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,-0.752805,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,0.787689,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,1.116362,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,0.937111,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,1.790499,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,1.020798,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,1.394172,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,1.163968,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,0.829955,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,0.839041,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,0.999037,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.099742,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,1.120425,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,0.995735,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.81775,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,0.846929,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-1.597499,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,0.24903,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,0.50509,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,1.088819,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,1.170075,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,2.365859,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,1.731627,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,1.471279,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.991784,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,1.193996,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,1.083803,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-0.871863,,
"GBR","United Kingdom","T_EMPTO","Total employment (number of persons employed)","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,-0.312206,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1987","1987","PC","Percentage","0","Units",,,2.290262,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1988","1988","PC","Percentage","0","Units",,,4.319254,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1989","1989","PC","Percentage","0","Units",,,4.011593,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1990","1990","PC","Percentage","0","Units",,,0.825885,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1991","1991","PC","Percentage","0","Units",,,-0.435737,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1992","1992","PC","Percentage","0","Units",,,2.523085,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1993","1993","PC","Percentage","0","Units",,,2.718329,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1994","1994","PC","Percentage","0","Units",,,-1.891364,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1995","1995","PC","Percentage","0","Units",,,-1.630028,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1996","1996","PC","Percentage","0","Units",,,-0.767342,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1997","1997","PC","Percentage","0","Units",,,-1.945031,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1998","1998","PC","Percentage","0","Units",,,2.687753,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","1999","1999","PC","Percentage","0","Units",,,-3.685733,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2000","2000","PC","Percentage","0","Units",,,-0.089624,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2001","2001","PC","Percentage","0","Units",,,-1.057146,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2002","2002","PC","Percentage","0","Units",,,1.10758,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2003","2003","PC","Percentage","0","Units",,,2.093468,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2004","2004","PC","Percentage","0","Units",,,1.502594,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2005","2005","PC","Percentage","0","Units",,,-0.911439,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2006","2006","PC","Percentage","0","Units",,,1.134773,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2007","2007","PC","Percentage","0","Units",,,0.016652,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2008","2008","PC","Percentage","0","Units",,,0.389585,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2009","2009","PC","Percentage","0","Units",,,-2.683543,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2010","2010","PC","Percentage","0","Units",,,10.148527,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2011","2011","PC","Percentage","0","Units",,,2.829698,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2012","2012","PC","Percentage","0","Units",,,0.01515,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2013","2013","PC","Percentage","0","Units",,,0.829525,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2014","2014","PC","Percentage","0","Units",,,-0.926379,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2015","2015","PC","Percentage","0","Units",,,0.640594,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2016","2016","PC","Percentage","0","Units",,,-0.734974,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2017","2017","PC","Percentage","0","Units",,,0.273878,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2018","2018","PC","Percentage","0","Units",,,0.027817,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2019","2019","PC","Percentage","0","Units",,,-1.046961,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2020","2020","PC","Percentage","0","Units",,,-18.333193,,
"CHL","Chile","T_HRSPOP","Labour utilisation (=hours worked per head of population)","GRW","Annual growth/change","2021","2021","PC","Percentage","0","Units",,,8.972312,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1971","1971","PC","Percentage","0","Units",,,-0.520391,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1972","1972","PC","Percentage","0","Units",,,-1.382513,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1973","1973","PC","Percentage","0","Units",,,-1.483085,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1974","1974","PC","Percentage","0","Units",,,-1.549365,,
"BEL","Belgium","T_HRSAV","Average hours worked per person employed","GRW","Annual growth/change","1975","1975","PC","Percentage","0","Units",,,-0.513422,,
