"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CAN","Canada","2019","2019",108.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2010","2010",92.8,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2011","2011",90.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2012","2012",86.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2013","2013",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2014","2014",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2015","2015",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2016","2016",88.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2017","2017",86.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2018","2018",86.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CZE","Czech Republic","2019","2019",86.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2010","2010",109.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2011","2011",104.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2012","2012",109.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2013","2013",111.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2014","2014",108.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2015","2015",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2016","2016",114.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2017","2017",115.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2018","2018",118,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DNK","Denmark","2019","2019",115.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2010","2010",112.2,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2011","2011",113.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2012","2012",116,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2013","2013",116.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2014","2014",118,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2015","2015",118.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2016","2016",117.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2017","2017",118.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2018","2018",118.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FIN","Finland","2019","2019",117.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2010","2010",112.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2011","2011",111,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2012","2012",110.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2013","2013",109.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2014","2014",107.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2015","2015",108.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2016","2016",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2017","2017",109.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2018","2018",108.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","FRA","France","2019","2019",109.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2010","2010",101.8,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2011","2011",103.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2012","2012",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2013","2013",101.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2014","2014",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2015","2015",105.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2016","2016",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2017","2017",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2018","2018",105.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","DEU","Germany","2019","2019",104.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2010","2010",111.8,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2011","2011",108.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2012","2012",107.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2013","2013",108,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2014","2014",109.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2015","2015",106.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2016","2016",105.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2017","2017",106,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2018","2018",109.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GRC","Greece","2019","2019",107.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2010","2010",81.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2011","2011",81.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2012","2012",80.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2013","2013",78.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2014","2014",83.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2015","2015",85.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2016","2016",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2017","2017",88.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2018","2018",89.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","HUN","Hungary","2019","2019",89.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2010","2010",128.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2011","2011",129.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2012","2012",129.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2013","2013",128.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2014","2014",136.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2015","2015",140.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2016","2016",140.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2017","2017",144.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2018","2018",145.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ISL","Iceland","2019","2019",143.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2010","2010",111.7,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2011","2011",108.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2012","2012",105.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2013","2013",110,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2014","2014",106.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2015","2015",114.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2016","2016",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2017","2017",115.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2018","2018",117.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","IRL","Ireland","2019","2019",111.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2010","2010",111.7,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2011","2011",110,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2012","2012",109.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2013","2013",108.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2014","2014",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2015","2015",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2016","2016",103.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2017","2017",104.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2018","2018",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ITA","Italy","2019","2019",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2010","2010",87.2,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2011","2011",86.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2012","2012",87.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2013","2013",87.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2014","2014",87.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2015","2015",86.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2016","2016",85.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2017","2017",86.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2018","2018",87.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","JPN","Japan","2019","2019",88,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2010","2010",91.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2011","2011",95.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2012","2012",94.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2013","2013",95.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2014","2014",93.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2015","2015",93.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2016","2016",95.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2017","2017",97.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2018","2018",98.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","KOR","Korea","2019","2019",99,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2010","2010",110.3,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2011","2011",114,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2012","2012",115.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2013","2013",114,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2014","2014",111.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2015","2015",112.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2016","2016",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2017","2017",109.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2018","2018",108.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","LUX","Luxembourg","2019","2019",109,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2010","2010",88.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2011","2011",87.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2012","2012",87.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2013","2013",89,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2014","2014",89.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2015","2015",89.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2016","2016",90.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2017","2017",90.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2018","2018",91,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","MEX","Mexico","2019","2019",91.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2010","2010",107.9,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2011","2011",107,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2012","2012",112.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2013","2013",111.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2014","2014",108.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2015","2015",107.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2016","2016",107.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2017","2017",102.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2018","2018",106,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NLD","Netherlands","2019","2019",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2010","2010",87.6,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2011","2011",96.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2012","2012",90.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2013","2013",93.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2014","2014",91.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2015","2015",91.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2016","2016",96,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2017","2017",92.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2018","2018",97.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NZL","New Zealand","2019","2019",96.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2010","2010",117.6,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2011","2011",116.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2012","2012",116.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2013","2013",114.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2014","2014",111.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2015","2015",112.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2016","2016",112.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2017","2017",113.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2018","2018",116.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","NOR","Norway","2019","2019",116.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2010","2010",103.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2011","2011",102.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2012","2012",101.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2013","2013",101.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2014","2014",100.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2015","2015",100.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2016","2016",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2017","2017",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2018","2018",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","POL","Poland","2019","2019",105,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2010","2010",116.3,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2011","2011",113.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2012","2012",111.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2013","2013",111.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2014","2014",111.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2015","2015",112.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2016","2016",113.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2017","2017",114.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2018","2018",116.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","PRT","Portugal","2019","2019",117.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2010","2010",72.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2011","2011",72.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2012","2012",67.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2013","2013",70.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2014","2014",71.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2015","2015",68,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2016","2016",70,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2017","2017",68.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2018","2018",68.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SVK","Slovak Republic","2019","2019",71.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2010","2010",106.6,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2011","2011",105.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2012","2012",104.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2013","2013",104.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2014","2014",104.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2015","2015",105.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2016","2016",107.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2017","2017",107.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2018","2018",109.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","ESP","Spain","2019","2019",108.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2010","2010",108.5,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2011","2011",107.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2012","2012",105.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2013","2013",108.8,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2014","2014",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2015","2015",107.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2016","2016",106.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2017","2017",106.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2018","2018",105.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","SWE","Sweden","2019","2019",108.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2010","2010",94.7,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2011","2011",95.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2012","2012",92,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2013","2013",93,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2014","2014",97,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2015","2015",97.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2016","2016",96.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2017","2017",96.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2018","2018",97.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","CHE","Switzerland","2019","2019",97.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2010","2010",104.3,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2011","2011",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2012","2012",107.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2013","2013",107.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2014","2014",107.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2015","2015",110.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2016","2016",108.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2017","2017",110.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2018","2018",110.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","TUR","Türkiye","2019","2019",111.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2010","2010",102.6,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2011","2011",103.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2012","2012",104.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2013","2013",103.9,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2014","2014",101.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2015","2015",104,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2016","2016",105.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2017","2017",105,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2018","2018",105.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","GBR","United Kingdom","2019","2019",106.2,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2010","2010",110.6,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2011","2011",108.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2012","2012",109.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2013","2013",109.6,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2014","2014",110.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2015","2015",111.4,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2016","2016",112.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2017","2017",113.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2018","2018",115.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","USA","United States","2019","2019",115,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2010","2010",92.4,"B","Break"
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2011","2011",93.7,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2012","2012",92.5,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2013","2013",94.1,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2014","2014",94.3,,
"FOODPROT","Total protein supply","PROPERQT","Grams per capita per day","BRA","Brazil","2015","2015",92.8,,
