"LOCATION","Country","MEA","Overall measure","VAR","Components","POP","Age","SEX","Sex","EDU","Education","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"FIN","Finland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,19.4860591888428,,
"FIN","Finland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,32.209888458252,,
"FIN","Finland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,53.8903617858887,,
"FIN","Finland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,58.5082931518555,,
"FIN","Finland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,51.1456069946289,,
"FRA","France","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,60.663646697998,,
"FRA","France","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,66.6137771606445,,
"FRA","France","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,57.1588134765625,,
"FRA","France","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,1.63674914836884,,
"FRA","France","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,1.32443606853485,,
"FRA","France","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,1.86549532413483,,
"FRA","France","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,14.8189077377319,,
"FRA","France","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,10.1111087799072,,
"FRA","France","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,15.5043115615845,,
"FRA","France","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,25.6930332183838,,
"FRA","France","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,32.1730880737305,,
"FRA","France","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,48.299446105957,,
"DEU","Germany","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,59.5702476501465,,
"DEU","Germany","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,58.2117500305176,,
"DEU","Germany","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,54.9634780883789,,
"DEU","Germany","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,1.10592949390411,,
"DEU","Germany","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,1.95197880268097,,
"DEU","Germany","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,1.3668007850647,,
"DEU","Germany","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,12.9677410125732,,
"DEU","Germany","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,9.37718105316162,,
"DEU","Germany","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,13.8007459640503,,
"DEU","Germany","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,22.4596996307373,,
"DEU","Germany","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,36.384651184082,,
"DEU","Germany","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,44.4625282287598,,
"GRC","Greece","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,60.7043113708496,,
"GRC","Greece","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,62.6962547302246,,
"GRC","Greece","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,56.0837898254394,,
"GRC","Greece","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,15.9778776168823,,
"GRC","Greece","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,12.3473663330078,,
"GRC","Greece","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,13.446982383728,,
"GRC","Greece","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,9.23544406890869,,
"GRC","Greece","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,3.63704061508179,,
"GRC","Greece","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,7.84440898895264,,
"GRC","Greece","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,20.5011959075928,,
"GRC","Greece","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,15.42760181427,,
"GRC","Greece","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,19.9639682769775,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,42.5831298828125,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,49.3040161132812,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,49.9082183837891,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,6.32435941696167,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,6.1117844581604,,
"HUN","Hungary","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,3.89361619949341,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,6.35246706008911,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,5.10001516342163,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,5.98203277587891,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,27.9474678039551,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,29.0385303497314,,
"HUN","Hungary","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,18.6092147827148,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,58.2874298095703,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,54.8541717529297,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,48.0588569641113,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,3.83273553848267,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,3.63122868537903,,
"IRL","Ireland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,6.78330373764038,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,14.0874691009522,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,3.65205454826355,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,9.73150062561035,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,49.1911773681641,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,45.8281669616699,,
"IRL","Ireland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,65.864616394043,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,56.1106262207031,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,53.7047958374023,,
"ITA","Italy","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,50.2174987792969,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,2.1865029335022,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,1.45618689060211,,
"ITA","Italy","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,3.04216694831848,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,10.0967512130737,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,12.1239576339722,,
"ITA","Italy","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,9.1628303527832,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,19.1753540039062,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,24.4420471191406,,
"ITA","Italy","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,31.9431171417236,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,28.8461532592773,,
"JPN","Japan","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,32.2981376647949,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,18.269229888916,,
"JPN","Japan","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,21.1180114746094,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,6.73076915740967,,
"JPN","Japan","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,9.31677055358887,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,30.769229888916,,
"JPN","Japan","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,39.7515525817871,,
"KOR","Korea","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,45.522388458252,,
"KOR","Korea","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,42.5373115539551,,
"KOR","Korea","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,8.95522403717041,,
"KOR","Korea","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,20.8955230712891,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,45.2425918579102,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,56.8979072570801,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,48.1399383544922,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,3.60947871208191,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,4.0951943397522,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,3.04235363006592,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,7.95661544799805,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,9.31774425506592,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,11.8057775497436,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,33.2806358337402,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,31.0921401977539,,
"LUX","Luxembourg","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,38.2636604309082,,
"MEX","Mexico","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,41.4414405822754,,
"MEX","Mexico","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,32.5,,
"MEX","Mexico","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,22.5225219726562,,
"MEX","Mexico","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,25,,
"MEX","Mexico","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,35.1351356506348,,
"MEX","Mexico","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,34.1666679382324,,
"MEX","Mexico","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,41.4414405822754,,
"MEX","Mexico","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,35.8333320617676,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,44.4717903137207,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,47.4328231811523,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,42.5158653259277,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,1.5422922372818,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,6.15236520767212,,
"NLD","Netherlands","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,3.49118590354919,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,22.8943920135498,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,13.8505029678345,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,17.8573417663574,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,24.7976608276367,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,40.7703132629394,,
"NLD","Netherlands","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,42.5534934997559,,
"NZL","New Zealand","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,50.7936515808106,,
"NZL","New Zealand","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,58.2945823669434,,
"NZL","New Zealand","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,7.93650770187378,,
"NZL","New Zealand","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,8.33492660522461,,
"NZL","New Zealand","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,18.2539691925049,,
"NZL","New Zealand","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,22.0135459899902,,
"NZL","New Zealand","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,49.2063484191894,,
"NZL","New Zealand","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,49.7285118103027,,
"NOR","Norway","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,49.9873962402344,,
"NOR","Norway","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,62.7909355163574,,
"NOR","Norway","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,59.3226165771484,,
"NOR","Norway","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,3.52993416786194,,
"NOR","Norway","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,5.25482797622681,,
"NOR","Norway","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,3.6715075969696,,
"NOR","Norway","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,15.0091104507446,,
"NOR","Norway","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,22.8185081481934,,
"NOR","Norway","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,40.8389701843262,,
"NOR","Norway","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,44.9061508178711,,
"NOR","Norway","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,49.7528457641602,,
"NOR","Norway","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,55.5504302978516,,
"POL","Poland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,50.0838317871094,,
"POL","Poland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,49.3147392272949,,
"POL","Poland","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,51.7070960998535,,
"POL","Poland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,12.5452518463135,,
"POL","Poland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,11.2931785583496,,
"POL","Poland","QWE","Quality of the working environment","1_1_2","Long working hours","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,11.6493148803711,,
"POL","Poland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,5.87734031677246,,
"POL","Poland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,6.24623966217041,,
"POL","Poland","QWE","Quality of the working environment","1_2_1","Work autonomy and learning opportunities","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,12.9146757125854,,
"POL","Poland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,48.1508598327637,,
"POL","Poland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2010","2010","PC","Percentage","0","Units",,,47.0363426208496,,
"POL","Poland","QWE","Quality of the working environment","1_2_2","Training and learning","TP","Total","TP","Total","MS","Medium skilled","2015","2015","PC","Percentage","0","Units",,,41.6971969604492,,
"PRT","Portugal","QWE","Quality of the working environment","1_1_1","Physical health risk factors","TP","Total","TP","Total","MS","Medium skilled","2005","2005","PC","Percentage","0","Units",,,50.1556701660156,,
